text,favorite_count,retweet_count,user.followers_count,user.friends_count,label
.@MarkWBurrows says the #sydneysiege gunman is reportedly well-known to both police and the media. http://t.co/gifoGN0mGm,75,226,1732262,17,0
#IllRideWithYou: where people offer to accompany people who fear for their safety on their train/bus trip home gives me hope. #SydneySiege,221,238,3922,1943,0
"A crazy world we live in. A hostage crisis metres away &amp; peoples' 1st thought is ""let's take a selfie"" #sydneysiege http://t.co/leViTv30En",59,110,4622,3416,0
#Sydneysiege authorities request media to show restraint. not give out details of even gunman's demands or operations (worth emulating),54,157,51206,467,0
I'm so happy to see Sydney-siders saying #illridewithyou to Muslim people who fear abuse on public transport following #sydneysiege,208,244,637,305,0
"To everyone who's gonna be in Sydney for New Years, be careful! http://t.co/EKdQ8Kipus",121,364,11386,1761,0
Prayers go out to the hostages in Sydney❤️,594,331,200553,19168,0
Australians offering support to Muslims on public transport who fear racist abuse using the #illridewithyou hashtag. #sydneysiege,43,118,4277,1083,0
Every non-muslim in the world must watch this video https://t.co/sZdyhISoVh &amp; show it every other non-muslim! #sydneysiege,11,105,36102,32,0
"Flags by terrorists in Sydney cafe read ""there is no God but Allah, Mohammed is the messenger of Allah"",but dare u bring religion into this!",51,171,24982,133,0
"If #SydneySiege is the worst of humanity, then #illridewithyou is the best of it. Now THAT is how you respond to hatred.",148,176,191,280,0
and then came #illridewithyou - people offering to accompany those who fear for their safety on public transport #hope #sydneysiege,82,111,38957,1852,0
Americans saying this would have never happened if citizens had guns: you morons. Guess how many school shootings we have? #SYDNEYSIEGE,204,197,1041,770,0
The Australian Muslim community releases a statement with regard to #Sydneysiege http://t.co/TBSBYzD1xd http://t.co/HgHhpuvsWk,59,139,271346,146,0
Australians unites against #racism with #illridewithyou following #sydneysiege http://t.co/XTEWFBu7k3 http://t.co/uafLUq7MvF,1070,1687,170147,4176,0
I love reading the #illridewithyou tweets from Australians in response to anti-Muslim hatred in the midst of #sydneysiege. Lovely humanity.,347,409,19019,1904,0
Thoughts and prayers this morning with those affected by what is happening in #Sydney,273,224,172925,1253,0
.@amcoren's report on what we know right now about the #sydneysiege: http://t.co/lkXAAgN5Rg,102,201,17556,1296,0
Australians respond to racism by telling #Muslim community #illridewithyou. #sydneysiege #MartinPlace,140,249,14610,1232,0
The #illridewithyou hashtag is taking off in support of Muslims riding on Sydney transport and it's beautiful:  http://t.co/dD5NOQ87r6,144,215,54756,636,0
RT @newscomauHQ: Every Australian should be very proud of their police force today. #sydneysiege http://t.co/v7O6yunJNS,4,140,29,24,0
"hats off to you guys, you're awesome, faith in humanity restored  #sydneysiege #illridewithyou http://t.co/iazCcTca6H",1840,3021,621,1039,0
WATCH: @nswpolice conference about #sydneysiege http://t.co/pE4IorleXC http://t.co/yj4HxeM3wW,139,273,12526011,3,0
#IllRideWithYou: Sydney Stands Up To Racism With One Beautiful Hashtag - http://t.co/YyycFFCKbf,49,120,29514,1627,0
Shocked by events in Sydney.  Thoughts are with those affected.  We are in close touch with Australian colleagues.,38,114,10343,756,0
This is so depressing. Americans respond to #sydneysiege: http://t.co/HIaHn10Dl5,76,159,2346,1913,0
To the people taking 'selfies' and getting drunk whilst watching the #SydneySiege - as if it's a spectator sport - you dickheads,1040,854,4858,676,0
Here's what we do and don't know about the #SydneySiege http://t.co/H3l0WkhtwQ http://t.co/vlIDzwiUv2,69,159,490116,1063,0
"Over 6,500 #illridewithyou tweets already - currently 198 Tweets per minute - god love you Sydney",138,146,8385,501,0
"I could not be prouder of all of you. I love this country.
#Australia #AustraliaStrong #illridewithyou #Sydney http://t.co/I8s7IGrGNq",121,143,169,151,0
"#SydneySiege is likely being carried out by a 'lone wolf' with minimal links to organized terror groups, expert says http://t.co/ynPfmQfGMj",80,202,5445961,968,0
"Much love to everyone tweeting #illridewithyou.

Solidarity. 

#TeamHumanity 

Australia at its best. #sydneysiege http://t.co/JeSipaebUX",124,143,10598,2118,0
"An Imam, a Rabbi and a priest have just held a joint prayer session for the hostages at Lakemba Mosque #sydneysiege http://t.co/XROqdTCPHt",858,1034,15059,389,0
Sydney siege highlights rise of Islamist extremism in Australia http://t.co/tIEHLkCjsq http://t.co/6v8hMBot8a,52,113,1955438,2894,0
"If you're outraged at the Telegraph's irresponsible reporting of  #sydneysiege, complain to the press council here.  http://t.co/Ayq5X4Q1qz",100,183,8250,1130,0
"We condemn the actions of the criminals at #martinsplace #sydneysiege 

Islam is free from terrorism. Visit: http://t.co/fsBE3gEuYH",61,104,407,137,0
What is happing in #sydneysiege has nothing to do with #islam. These terrorist groups do NOT represent Islam at all. http://t.co/NtTNrXO368,91,136,951,315,0
The Muslamic Council have called an emergency meeting to ensure that Muslims &amp; Islam are seen as the victims of the siege in Sydney,100,143,22841,1001,0
I love #illridewithyou. That says #Sydney.,286,244,12698,1675,0
Aussies tweet #Illridewithyou to Muslims who might be scared to travel alone #sydneysiege http://t.co/iwtT6J72Sj http://t.co/vaNOO5rnDD,99,199,17296,1495,0
Sydney residents pledge on twitter  #illridewithyou on public transport to keep Muslims safe against possible reprisals over #sydneysiege,146,200,127149,4654,0
Thinking of everyone involved in Sydney. Hope everyone gets out safely. Send love,149783,99524,22903794,1872,0
Australians showing us how it's done. #Illridewithyou = solidarity and no to racism towards muslim community during Sydney seige,146,153,2255,1020,0
"A gutless prick with a gun is trying to provoke the worst in us. Instead, he's inspired the best in us. I love you, Sydney. #illridewithyou",535,462,2772,925,0
"People taking selfies in front of the #SydneySiege - you need to take a long hard look at yourselves, and not through your phone.",271,279,9116,449,0
"My prayers go out to everyone who's involved in the disaster in Sydney, hope everyone will get out safe!",470,327,1466319,658,0
If you're wondering whether to go to work tomorrow here is a mp of the #sydneysiege exclusion zone: http://t.co/94fDIKA5dO,44,181,43038,2790,0
People are actually taking selfies on the site of the #sydneysiege http://t.co/IGzN45UkSO http://t.co/3rzcvU7Kg2,88,404,937919,1766,0
To any American tweeting about how #sydneysiege could have been averted if we carried guns. No -- imagine how much worse it could have been.,632,472,4402,933,0
Those poor people have been in there for 11 hours. Sending all our strength and love. #sydneysiege #MartinPlaceSiege,174,135,26759,1146,0
"#illridewithyou . Sydney, you're amazing",164,116,30798,6,0
"#SydneySiege
- Entering 11th hour
- At least 15 hostages
- 5 hostages escaped
- Motivation &amp; demands unknown
- 1 gunman - rotating hostages",59,121,4408,1733,0
"even if you aren't Australian, please spare a thought for those who have been held hostage for hours in Sydney, just a simple thought.",103,155,5040,453,0
Join us in Prayer #sydneysiege #PrayForSydney http://t.co/Or5uclGJpt,63,108,31136,580,0
"The fact that Harry tweeted about Sydney, just proves how much he cares. 

Love that boy ♥

#sydneysiege",132,132,53932,422,0
Australian police and media denying the Sydney gunman precisely what he wants: free publicity. Very controlled coverage. Spot on. Well done.,115,172,17637,1958,0
"RT @troyesivan: Just really, really want this #sydneysiege to be over. Those poor people 😓",1,206,24,15,0
i love this. #sydneysiege #PrayForSydney #australia http://t.co/t3IhXgPdKr,158,206,4332,967,0
"to all of those who aren't Australian, please be thinking of the hostages in Sydney tonight, just to spare a simple thought, it's terrifying",111,158,44711,131,0
#BREAKING More than 40 Australian Muslim groups condemn Sydney cafe siege,67,195,282228,486,0
friendly reminder. #sydneysiege http://t.co/auO7vbaPgu,121,181,2082,906,0
It is worth remembering that most boat people are fleeing the same extremists we are fighting in the Middle East #sydneysiege,620,728,60798,100,0
"LIVE: Infosys employee among hostages at Sydney cafe

http://t.co/cfxX0CUHYS http://t.co/DvfAk3lZ2D",28,221,6133,5598,0
"Absolutely shocking what Zayn Malik is doing in Sydney, disgusting individual.",107,135,2196,1238,0
"News Corp seems to be having an internal conflict over whether we ""changed forever"" today or not. #SydneySiege http://t.co/X8QIjGxwAC",101,129,1308,998,0
"As the #sydneysiege continues, three faiths come together to pray for peace at Lakemba mosque. Photo: @Mo_Taha1 http://t.co/aQzMFlZOTl",438,401,2595,47,0
"Mosques, synagogues, churches hold unity prayers #sydneysiege http://t.co/AQHlrOe3UW http://t.co/doMdGfLWeg",218,231,122267,885,0
it'll be hard sleeping tonight knowing innocent people not far from me have been in fear for over 11 hours #sydneysiege #PrayForSydney,68,102,131532,8391,0
A female hostage stands by the front entrance of the cafe as she turns the lights off in Sydney. #sydneysiege http://t.co/qNfCMv9yZt,59,147,193676,304,0
"Muslim community reacts with 'horror, aversion' to #SydneySiege, @Mo_Taha1 reports http://t.co/jatWWRoEHO http://t.co/eNQ8BC7tgl",197,221,490157,1063,0
"Unless you work in an exclusion zone, please go about tomorrow as you normally would. Exclusion zones can be found at http://t.co/cpPgIfCzXC",103,300,16477,1179,0
If you're from Sydney please stay safe! all the love. xx #PrayForSydneyHostages #illridewithyou,135,134,112561,298,0
don't go around saying all muslims are terrorists and blaming us for what had happened in sydney bcs real muslims don't kill,76,136,1307,353,0
people are being held hostage and the fact that there are people who'd rather celebrate how 5sos aren't in sydney honestly disgusts me,161,231,34849,226,0
"""thank god 5sos aren't in sydney""

YEAH WELL PEOPLE'S FAMILIES ARE IN THAT CAFE YOU DICK",73,125,2650,183,0
a thousand words in one picture. the police have been absolutely amazing today #sydneysiege http://t.co/w9Gt6rlYes,243,365,131530,8391,0
"A Muslim,a Jew &amp; a Christian walk into a bar.Except it's an interfaith solidarity stand against bigotry in Sydney. ❤️ http://t.co/rp5jRN5uPp",426,446,32948,1438,0
"Gunman takes hostages in Sydney cafe, displays flag w/ Arabic script: http://t.co/BRxUW9w2Lb #5Things #sydneysiege http://t.co/JOQo1k5ila",425,633,109108,1264,0
Sydney trains Train driver here. Never be afraid to let me know if you're having problems. #illridewithyou,159,109,98,537,0
Praying for all still being held hostage xxx #sydneysiege http://t.co/7nF342x3wx,166,265,19187,5882,0
#illridewithyou is the best thing to come out of all the shit that happened in Sydney today. Proud to see Aussies looking after eachother.,139,106,8935,364,0
Exclusion zone to remain in place tomorrow - workers based in this area asked to remain home #TenNews #sydneysiege http://t.co/Sls2dsNYkb,49,117,10804,1612,0
"Hostage-taker appeared 'extremely agitated,' said journalist at scene of Sydney siege: http://t.co/nuQ1l0njgm http://t.co/Xztgfqtx51",40,110,1955459,2894,0
"Such powerful images of hostages escaping, those poor women. And the fear for those still trapped inside #Sydneysiege http://t.co/uv64bN7P8q",12,282,28,21,0
You know if we manage to turn the #SydneySiege into a positive force of community this man will have achieved the opposite of his intentions,494,476,4311,3733,0
Are you extending a friendly hand on public transport tonight? #illridewithyou is one good thing out of #sydneysiege at least,134,156,43084,2790,0
"In the past 2 hours there have been more than 40,000 mentions of #illridewithyou http://t.co/1nLr4EqqBn #sydneysiege http://t.co/X9Sb2fbGAy",446,657,112224,17469,0
We love the #illridewithyou initiative. Spread #love and compassion. Thoughts are with all those affected. #sydney http://t.co/EK8UycpKDn,106,156,2470,470,0
"This made me tear up, I am SO proud to be Australian. #NOWLETOURMATESGO #sydneysiege http://t.co/hFoTQs4Itl",456,451,6977,76,0
Australians take to social media to support Muslim Australians http://t.co/zcDEvgFHkI #SydneySiege #illridewithyou http://t.co/Rk6scuwMSi,643,705,489936,1063,0
Shocked and disgusted about what's happening in Sydney... Those poor people trapped in that cafe.. #illridewithyou,318,201,110133,101,0
I suggest all people planning on going to the city in Sydney on New Years Eve to not. It's too risky at this point! http://t.co/UgJq3mlFES,105,193,3918,367,0
More than 40 Australian Muslim groups have jointly condemned the #Sydneysiege http://t.co/zaaJmX7qYP http://t.co/FMea5hXP5u,89,214,465230,488,0
Great to see those shitbags at the @dailytelegraph have completely misread to mood of Sydney and the nation. Completely out of touch,123,112,397,879,0
"I'll be honest, the multi-faith prayer vigil is making me a little teary. #sydneysiege http://t.co/4eWj2PeTpn",371,314,3406,405,0
Thinking of everyone in Sydney. Hope you all get home safe and sound xx #PrayForSydney,1011,482,1791356,5225,0
Female hostage appears to turn off the lights at the Lindt Cafe tonight. http://t.co/T6qUZxSrTe #sydneysiege http://t.co/p0p9TYLyeO,74,121,306914,1767,0
"Emergency Svcs continue to line the streets of central Sydney. No specific threat, but they're poised. #sydneysiege http://t.co/M65dQVTwHL",72,111,12872,1676,0
My thoughts are with you Sydney ❤️,2460,888,655808,1039,0
"Beautiful: As terror attack in Sydney is ongoing, ppl offer rides 2Muslims being abused on transport #illridewithyou http://t.co/1oF6kMv7ij",77,111,12221,1377,0
"Whoever you are, wherever you are, whatever you believe in: pray for Sydney, support humanity and join the movement #illridewithyou ❤️",133,141,8043,1080,0
"If anything positive can come from today’s events, it’s this: #illridewithyou campaign http://t.co/OrwRqzTeEy #sydneysiege",169,136,88034,3828,0
"#illridewithyou is the best thing to come out of the #sydneysiege
http://t.co/4REoJBzPxD http://t.co/DIiAZNrALl",218,318,937981,1766,0
"An Imam, a Rabbi and a priest have held a joint prayer session for the cafe hostages, at Lakemba Mosque #sydneysiege http://t.co/WrRuIeVd4m",1193,1509,1838766,152,0
I'd love it if we never publicly identify this crazed #sydneysiege gunman. No name. No photo. No infamy. Just forever a nobody.,942,825,2906,298,0
Sydney siege: Australians use Twitter to counter Islamophobia - http://t.co/ROz2rrD4fa #illridewithyou http://t.co/jHRkpuEmas,61,107,937006,3836,0
Watch: Escaped hostages are helping police create 'peaceful outcome' for #Sydneysiege http://t.co/TzSlNsgTip http://t.co/0O3kEAf7Pt,81,108,1955511,2894,0
Australians respond to #sydneysiege with #illridewithyou hashtag http://t.co/BR5qtAhlTp http://t.co/pmvs0rNAFF,55,120,745676,263,0
Just went past 12 hours since this #sydneysiege started. We ALL just want to see everyone out safely. #7News,336,185,112204,762,0
Sydney siege has now hit the 12 hour mark – live with latest summary of events http://t.co/IHT3o6tvtR http://t.co/cXeBIKsp0r,24,134,2996039,1081,0
"I just found this and never have I ever seen such a thing. Sending all my love and support to Sydney.
#illridewithyou http://t.co/8zOBdjUYLs",158,170,30274,18311,0
"A kind lady named Mica drove me home after a cab that we shared from Sydney'sCBD wasn't able to drop me off all the way home
#illridewithyou",1281,593,11650,1250,0
Just went past 12 hours since this #sydneysiege started. We are thinking of the hostages and their families at this time.,157,141,1151,671,0
'Sick' people are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eyaJ4G87g1,69,260,937831,1766,0
The #sydneysiege has entered its 12th hour. Thoughts to the hostages and their loved ones. http://t.co/gJAQklf3a7 http://t.co/0E9m55ltOy,150,142,4845,742,0
"As the #Sydneysiege drags on and bigotry flares up, Australians are saying #illridewithyou in solidarity with the Muslim community.",329,233,246623,448,0
Thousands tweet declaring their solidarity with Muslims #IllRideWithYou #sydneysiege http://t.co/4REoJBzPxD http://t.co/zAQvgvzF9G,127,211,937750,1766,0
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/SVLDF89kZq,80,193,2995959,1081,0
"Sydney is a safe &amp; welcoming city, proud of its diversity. Great to see our best nature on show at a time like this. #illridewithyou",316,311,27773,6936,0
Channel 9 now showing footage of 9/11. You've gotta gotta gotta be kidding me. #sydneysiege,94,100,1894,935,0
#IllRideWithYou: Australians show solidarity with Muslims amid the Sydney siege http://t.co/5hFgbIp2C3 http://t.co/czDCx7OdM4,1262,1853,5446431,968,0
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/ftQXVzjU5U,48,113,1522826,1319,0
#sydneysiege prayers to those who are held hostage. Family &amp; friends! 💛❤️💚 http://t.co/fBs68RehUk,28,115,867,426,0
"To Americans saying the #sydneysiege wouldn't be happening if citizens had gun rights... You're right, it'd probably be a massacre instead.",336,237,8444,7924,0
#illridewithyou reflects the true #aussiespirit during the undesirable actions of the few! Stand tall in the face of adversity! #SydneySiege,1861,2781,1374,30,0
This Facebook post about Australia &amp; #sydneysiege is absolutely worth reading #illridewithyou http://t.co/FIC5S8vLir http://t.co/oXeiRhyje7,4573,4271,1377009,11438,0
"""If you use public transport, wear religious attire and don't feel safe"" - search the hashtag #illridewithyou Get involved Sydney",542,418,143603,277,0
Dozens of emergency vehicles waiting on Elizabeth St. Let's hope none need to be used #sydneysiege  http://t.co/Kq1it6sH6k (@braceyjames),117,149,150848,84767,0
Praying for the hostages and family's in Sydney :(,182,145,21693,2553,0
Thoughts &amp; prayers to all those who have been affected by the #SydneySiege today. Sad to see this sort of terror ... http://t.co/96GtrSd6De,809,691,348956,215,0
"No matter how much you try to bring us down, one thing about Australian's is we ALWAYS stand together! 👍 #SydneySiege http://t.co/vYQe6Xe90m",208,180,83870,51153,0
#sydneysiege Australians rally against Islamophobia with #illridewithyou hashtag http://t.co/FhzSoccp22 http://t.co/wVQmT5b8dt,67,106,112894,1498,0
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/MxaWk6rqq5 #sydneysiege,245,483,2995917,1081,0
An updated map of the Sydney exclusion zone around the hostage site at Martin Pl. #sydneysiege http://t.co/aOuG4dmrHb http://t.co/NhxD3CXt73,35,138,488302,1062,0
"Muslim- a follower of the religion of Islam.

Terrorist- a person who engages in inhumane and violent acts.

Not the same #sydneysiege",1252,1898,8123,949,0
Saying every Muslim is a terrorist is like saying every Christian is a member of the Klu Klux Klan.Completely untrue and unfair #sydneysiege,93,130,4645,249,0
"Australian mosque imams refer to #SydneySiege as a ""criminal act"", NOT as a terrorist act. Refuse to renounce JIHAD. https://t.co/Wt8CtS18Zf",43,193,52133,1496,0
"As people attempt to sleep tonight our thoughts are with those involved in the #SydneySiege. 

Praying we wake up to good news tomorrow. ❤️",183,123,19994,697,0
"90,000+ Tweets for #illridewithyou, 1,100 per minute. Trending number 1, globally. #SydneySiege http://t.co/NGeyUifhd8",226,230,4153,1732,0
"Outrage as bystanders take selfies at #SydneySiege (via @MarkDiStef)
http://t.co/5zmQFPsqnm http://t.co/iMwk3v6rtu",79,185,86871,849,0
Religious leaders meet at Lakemba mosque in Sydney to pray for hostages  #sydneysiege http://t.co/rOWfHfNmkf,573,813,17326,16953,0
Outrage as bystanders take selfies at Sydney siege http://t.co/SrLF9lRln7 http://t.co/C6dWNCuPJp,102,190,187357,4737,0
Again irreligious extremists hold innocent people hostage and hijack Islam. Our prayers with the hostages #Sydneysiege #ThisIsNotIslam,1084,1632,3444722,214,0
"Sydney residents urged: ""Go about your normal business"" http://t.co/3shTK9yYOh #sydneysiege http://t.co/IR8PgFUG68",69,133,8170675,61,0
Now I've sent it all… father has brought his two young girls to pose and take pictures at hostage scene #sydneysiege http://t.co/s5tCMK5SO9,89,315,9052,2231,0
"3 men have arrived at Queens Square to pray for the safe release of the hostages in Martin Place, Sydney. http://t.co/1cnQCzxYg1",226,180,2544,1448,0
"The #illridewithyou movement has helped restore my faith in humanity. 

#sydneysiege",246,132,11566,1250,0
"hope they'll be safe. I'm at the opposite of the world but I'll pray for you, Sydney #illridewithyou #PrayForSydney http://t.co/VEcdVkGnRP",58,111,9612,9742,0
our pray for Banjarnegara landslide and hope everything back to normal. and our thoughts are with Sydney. hope everybody gets out safely,67,821,989047,2369,0
I'll say it again: One trained patron in Sydney chocolate shop with a concealed weapon may have prevented this. But that's illegal there.,106,129,161532,95,0
All these people offering a ride with Muslims. Know that whats done was by idiots not Muslims. #sydneysiege http://t.co/24vGN7VE96,342,611,12397,7441,0
"The #sydneysiege has now entered its 14th hour. Police are still doing ""all they can"" | http://t.co/6KGlfakEFG http://t.co/ZIJ0C3Xsx2",300,327,169632,4176,0
The #SydneySiege has entered its 14th hour – WATCH @Channel9 for LIVE updates with @Wendy_Kingston. #9News http://t.co/rdsGSWrgHn,74,122,25518,1644,0
"More than 12 hours on, night falls on Sydney as hostages remain inside cafe. http://t.co/o7GgjYxW0c #sydneysiege http://t.co/sVF99IYEWc",71,225,4814005,2778,0
People are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/ymxhuTDPPq,16,102,937883,1766,0
If u abuse or target a innocent muslim man or woman in response to what's happening in Sydney you are a moron.,151,164,93581,4308,0
"My hometown, #Sydney, just showed the world how to face terrorism and fear. I'm moved to tears. #illridewithyou",168,110,363,974,0
Thousands tweet declaring their solidarity with Muslims. #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/GrLMRWCeHe,71,142,937398,1766,0
'Sick' people are actually taking selfies at the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/rHDxHczlWc,38,146,937398,1766,0
"""Sydney Siege: Australians Rally Against Islamophobia With #illridewithyou Hashtag""
http://t.co/kXBVRxOFID",91,167,152362,1244,0
The moment when one of the Sydney hostages ran out of the cafe. #sydneysiege http://t.co/v8J5eYn06p,228,207,2547446,8124,0
"Those News Channels &amp; Anchors who didn't cover Assam riots citing 'Tyranny of Distance', are doing minute-by-minute coverage of #sydneysiege",263,660,43097,573,0
I condemn the Sydney cafe siege of innocent civilians ... such terrorism and negativity has no place in 21st century civilization.,560,510,571590,25,0
Can't believe what's happening in Sydney... Just hoping that no one gets hurt.,1189,592,310808,8303,0
The #SydneySiege has been going on for over 13 hours. It is now 11:05pm local time in Sydney.,124,181,2547401,8124,0
Thousands tweet declaring their solidarity with Muslims.. #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/QJkzmNP26n,231,509,937390,1766,0
'I'll ride with you' http://t.co/llZnuCAzg5 Australia unites during #SydneySiege http://t.co/WIU22VPgkz,1098,1716,52008,704,0
RT @mina_ysf: Religious leaders meet at Lakemba mosque in Sydney to pray for hostages  #sydneysiege http://t.co/D0nQRWwz5D,5,217,20,17,0
#illridewithyou: How Australians are responding to the #sydneysiege http://t.co/QHPppa6G33 http://t.co/ktqvCVTsSY,227,271,745138,263,0
11:11 - My wish is that this hostage situation in Sydney ends without anyone getting hurt !!,379,258,97104,19379,0
Tonight pray for the hostages and their families in #sydneysiege and pray too for the police on whose courage and wisdom so much depends.,444,342,298978,4495,0
Why a hostage situation is neither the time nor place for selfies #sydneysiege http://t.co/AYGnzNVxOX http://t.co/yhHldK5Wne,53,144,937529,1766,0
"White ppl, stop paralysis of analysis. All these flags say same thing: ISIS=Saudi=Taliban=Al-Nusra= #SydneySiege flag http://t.co/MIaBENonWu",57,179,52132,1496,0
Australia's reaction to the #sydneysiege is magnificent #illridewithyou http://t.co/4REoJBzPxD http://t.co/FLkzYFxTc3,1082,1709,937347,1766,0
It's a shame that Australians gave up all their guns on orders of the government. Now only ISIS lunatics are armed. #sydneysiege,77,131,69696,147,0
i cant sleep knowing just 15 minutes away innocent people have been hostages for almost 14 hours please pray for the hostages and for sydney,100,114,131536,8392,0
"As we lay down our head in the safety of our homes tonight,countless hostages face an uncertain night. Our thoughts are with U #sydneysiege",427,349,11516,1249,0
"#SydneySiege gunman appears to be using ""the wrong flag"" says @FrankRGardner http://t.co/a4HdKmum1o http://t.co/2Km3bj7ffT",137,320,8170862,61,0
Praying for the people kept hostage in Lindt cafe Sydney 🙏,744,304,260595,295,0
"Very little movement at the Lindt Cafe. One person, we believe to be the gunman, walking toward back office. He is carrying an iPad",196,371,20460,382,0
"“@anggerwitasari: Thanks for protecting my sisters #illridewithyou ” big love and prayers for australia #sydneysiege
http://t.co/hghTlRYkhW",352,249,11532,1249,0
#illridewithyou: Australians stand up to racism following #sydneysiege http://t.co/3VyDr99cZI http://t.co/WfQ8yIHIo1,52,107,184304,2,0
"Page one of Tuesday's Sydney Morning Herald, first edition. #sydneysiege http://t.co/qpw9Jtvvtb",78,152,16056,939,0
"Narendra Modi tweets about Sydney Siege! Not a word about Manipur Blast! If only Manipur was not in India, he would have showed concern",51,156,22761,990,0
"Australians say ""i'll ride with you,"" showing solidarity with Muslims amid the Sydney siege http://t.co/7XDd3YbIO4 http://t.co/J0mJHR3DE5",257,517,5445162,968,0
There's anger after people start taking selfies outside the #sydneysiege cafe. http://t.co/6BcdtB1GH1 http://t.co/7N5547eoAY,123,427,68126,3680,0
you don't realise what a privilege it is to be sleeping comfortably in your own bed until such horrific things are happening #sydneysiege,121,110,6411,4747,0
"It's nearing midnight in Sydney, where police are preparing to negotiate through the night http://t.co/6M27mSDm68 #SydneySiege",66,168,5445270,968,0
From this Muslim: The Australians tweeting #illridewithyou are my brothers and sisters. The gunman and his sympathizers are my enemies.,106,149,28613,1637,0
Sending love to Sydney. #illridewithyou #sydneysiege http://t.co/CFDtYzehDp,132,208,1700,1892,0
"Dear Media, You might want to know that Imphal has more Indians than Sydney and there has been a terror attack there too.",124,417,3014,197,0
"Yes, people are taking selfies as dozens are held hostage at a Sydney cafe nearby http://t.co/bWLn2Yn8IE",96,284,201416,3540,0
I applaud how the Australian police have dealt with #sydneysiege so far. Patience. Communication. No bullets fired. US Police - take note.,1126,1016,101505,33703,0
"Our thoughts are with everyone in Sydney.
Please don't share any videos or demands from the people involved, the police have requested this.",122,108,138350,223,0
The #sydneysiege just entered its 14th hour. Love &amp; prayers to the hostages and their families. Stay Strong.,291,226,111849,761,0
Australia's reaction to the #sydneysiege is magnificent http://t.co/Lq0VjkWreY #illridewithyou http://t.co/p50KHIf47N,95,184,937453,1766,0
Too bad you can't take selfies of your character. 😐 #sydneysiege #selfie http://t.co/dcrpAPkbf3,139,118,123785,93578,0
Our thoughts are with the people of Sydney tonight. Let's hope we all wake up to a good news story tomorrow ❤️ http://t.co/mOVpLscH4w,239,244,154998,16553,0
#IllRideWithYou shows support for Australian Muslims as #SydneySiege drags on http://t.co/Wa8LrAqJcu http://t.co/0YTlPrY8mh,233,358,1955177,2894,0
Gunman in #sydneysiege switches off the lights http://t.co/5jtd36wFOU http://t.co/a4MjlUrME7,58,120,1730703,17,0
Dont you dare blame zayn for whatever is happening is sydney. 'terrorist' is not just a word you can throw around like this. Grow up.,58,108,71290,18597,0
"#IllRideWithYou starts on social media in response to #SydneySiege, showing support to Muslims: http://t.co/sQOaGCBYkh @ghoshworld",144,202,109061,1264,0
"So a Rabbi, Imam &amp; Priest walk into a mosque. The punchline: a powerful &amp; beautiful stand of solidarity. #SydneySiege http://t.co/9wKKXWx7lm",215,250,4610,746,0
I admire how the Australian police have dealt with #sydneysiege so far. Patience. Communication. No bullets fired. US Police - take note.,500,432,55977,1,0
"My thoughts and prayers to the hostages, their families and friends. #sydneysiege",193,176,83321,164,0
"RT @aus_jewishnews  #sydneysiege continues, three faiths come together to pray for peace, Lakemba mosque. @Mo_Taha1 http://t.co/mhhGWAQ2vU",3,717,42693,2365,0
'Sick' people are actually taking selfies at the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eREuEQaaLU,31,131,937825,1766,0
"There's been movement at the cafe, the gunman moving a hostage past the window, two more hostages change positions. Not much sleep in there",175,311,21386,382,0
"#IllRideWithYou 
Sydney Stands Up To Racism &amp; Bigotry With One Beautiful Hashtag

http://t.co/Ajaa1AQmG5 http://t.co/BQN4rBxhYK",198,247,23054,1893,0
#IllRideWithYou: Sydney Stands Up To Racism And Bigotry With One Beautiful Hashtag http://t.co/oDMu7NcKIG http://t.co/Exn8kz7Sml,698,1342,22998,2813,0
just heard about the wretched events going on in sydney.. seeing this hurts because there's just nothing you can do to help.. #PrayForSydney,3401,1142,1503887,3011,0
"I love that things like this end up trending worldwide!!! This is so beautiful ❤️ 
#illridewithyou http://t.co/3TZlFoX8id",231,122,418332,25,0
"Indians : OMG OMG. Can't believe this. God is Cruel. #sydneysiege

Today, Bomb Blast in Imphal.
Indians: Where is Imphal?",47,185,12857,247,0
Thousands tweet declaring their solidarity with Muslims... #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/DRsCNjqt4y,75,113,937604,1766,0
Sending all my love to Sydney. Horrible situation... Stay safe everybody.,6547,3450,1031854,291,0
Our hearts go out to the people of Australia and all those affected by the #SydneySiege.,149,152,504282,804,0
Everyone please read this #PrayForSydney #illridewithyou #sydneysiege http://t.co/wJQFgaU5rD,72,105,8165,951,0
"Anticipating backlash, Australians start #illridewithyou campaign to support Muslims http://t.co/OwlpLBy32e http://t.co/G0ri6QlEW8",121,129,243481,75,0
